product_url,product_name,mrp,color,reference_number,description,product_image,product_category
https://www.zara.com/es/en/maxi-faux-fur-bag-p16046610.html,MAXI FAUX FUR BAG,69.95 EUR,BROWN,6046/610/700,Maxi faux fur bag. Double top handles with metal detail. Lined interior and interior zip pocket. Magnetic button closure.  Height x Length x Width: 25 x 45 x 17 cm.,https://static.zara.net/assets/public/c1c3/9c11/8aec49e3afbd/fa1934ff1feb/16046610700-e2/16046610700-e2.jpg?ts=1758264573642&w=1118,BAGS
https://www.zara.com/es/en/maxi-faux-fur-bag-p16046610.html,MAXI FAUX FUR BAG,69.95 EUR,BROWN,6046/610/700,Maxi faux fur bag. Double top handles with metal detail. Lined interior and interior zip pocket. Magnetic button closure.  Height x Length x Width: 25 x 45 x 17 cm.,https://static.zara.net/assets/public/c1c3/9c11/8aec49e3afbd/fa1934ff1feb/16046610700-e2/16046610700-e2.jpg?ts=1758264573642&w=1118,BAGS
https://www.zara.com/es/en/crossbody-bag-strap-with-studs-p16765710.html,CROSSBODY BAG STRAP WITH STUDS,15.95 EUR,CHOCOLATE,6765/710/721,Crossbody strap with metal stud detail on the top. Adjustable with a metal pin buckle. Fastens with clips.  Length x Width: 4 x 18.5 cm,https://static.zara.net/assets/public/35d1/cb1a/4d924f698c34/5433e04c52be/16766710721-e1/16766710721-e1.jpg?ts=1764762826638&w=4800,BAGS
https://www.zara.com/es/en/crossbody-bag-strap-with-studs-p16765710.html,CROSSBODY BAG STRAP WITH STUDS,15.95 EUR,CHOCOLATE,6765/710/721,Crossbody strap with metal stud detail on the top. Adjustable with a metal pin buckle. Fastens with clips.  Length x Width: 4 x 18.5 cm,https://static.zara.net/assets/public/35d1/cb1a/4d924f698c34/5433e04c52be/16766710721-e1/16766710721-e1.jpg?ts=1764762826638&w=4800,BAGS
https://www.zara.com/es/en/crossbody-bag-strap-with-studs-p16765710.html,CROSSBODY BAG STRAP WITH STUDS,15.95 EUR,CHOCOLATE,6765/710/721,Crossbody strap with metal stud detail on the top. Adjustable with a metal pin buckle. Fastens with clips.  Length x Width: 4 x 18.5 cm,https://static.zara.net/assets/public/35d1/cb1a/4d924f698c34/5433e04c52be/16766710721-e1/16766710721-e1.jpg?ts=1764762826638&w=4800,BAGS
https://www.zara.com/es/en/long-crossbody-bag-p16054710.html,LONG CROSSBODY BAG,29.95 EUR,BLACK,6054/710/800,"Long bag. Contrast topstitching on the top. Exterior pocket with magnetic button. Double adjustable crossbody strap, one in fabric. Interior compartment with zip. Flap and metal clip closure.  Height x Length x Width: 12 x 25.5 x 8 cm. / 4.7 x 10.0 x 3.1″",https://static.zara.net/assets/public/d235/00a5/a8a04fcfafc2/2d5cb0569be4/16044710800-e3/16044710800-e3.jpg?ts=1764837043469&w=4800,BAGS
https://www.zara.com/es/en/long-crossbody-bag-p16054710.html,LONG CROSSBODY BAG,29.95 EUR,BLACK,6054/710/800,"Long bag. Contrast topstitching on the top. Exterior pocket with magnetic button. Double adjustable crossbody strap, one in fabric. Interior compartment with zip. Flap and metal clip closure.  Height x Length x Width: 12 x 25.5 x 8 cm. / 4.7 x 10.0 x 3.1″",https://static.zara.net/assets/public/d235/00a5/a8a04fcfafc2/2d5cb0569be4/16044710800-e3/16044710800-e3.jpg?ts=1764837043469&w=4800,BAGS
https://www.zara.com/es/en/combined-bag-p16045710.html,COMBINED BAG,27.95 EUR,BURGUNDY RED,6045/710/624,Handbag with topstitching detail on the top. Double top handle. Detachable crossbody strap. Interior zip pocket. Fastens with a magnetic button.  Height x Length x Width: 21 x 20.5 x 10.5 cm / 8.2 x 8.0 x 4.1″,https://static.zara.net/assets/public/87e2/7f19/e1f9426e9ed6/dd95f067ab94/16045710624-e2/16045710624-e2.jpg?ts=1764173187241&w=1118,BAGS
https://www.zara.com/es/en/combined-bag-p16045710.html,COMBINED BAG,27.95 EUR,BURGUNDY RED,6045/710/624,Handbag with topstitching detail on the top. Double top handle. Detachable crossbody strap. Interior zip pocket. Fastens with a magnetic button.  Height x Length x Width: 21 x 20.5 x 10.5 cm / 8.2 x 8.0 x 4.1″,https://static.zara.net/assets/public/87e2/7f19/e1f9426e9ed6/dd95f067ab94/16045710624-e2/16045710624-e2.jpg?ts=1764173187241&w=1118,BAGS
https://www.zara.com/es/en/embossed-mini-city-bag-p16720610.html,EMBOSSED MINI CITY BAG,29.95 EUR,BLACK,6720/610/800,Mini city bag. Embossed exterior. Features double handles and a detachable shoulder strap. Interior compartments with metal zips.  Height x Length x Width: 17.5 x 23 x 13 cm. / 6.8 x 9.0 x 5.1″,https://static.zara.net/assets/public/2ffe/c36c/a0a041aa88d4/adfb8a523a68/16720610800-e3/16720610800-e3.jpg?ts=1762158356663&w=1118,BAGS
https://www.zara.com/es/en/embossed-mini-city-bag-p16720610.html,EMBOSSED MINI CITY BAG,29.95 EUR,BLACK,6720/610/800,Mini city bag. Embossed exterior. Features double handles and a detachable shoulder strap. Interior compartments with metal zips.  Height x Length x Width: 17.5 x 23 x 13 cm. / 6.8 x 9.0 x 5.1″,https://static.zara.net/assets/public/2ffe/c36c/a0a041aa88d4/adfb8a523a68/16720610800-e3/16720610800-e3.jpg?ts=1762158356663&w=1118,BAGS
https://www.zara.com/es/en/leather-mini-city-bag-p16269610.html,LEATHER MINI CITY BAG,79.95 EUR,GREY,6269/610/802,Mini leather city bag. Double top handles and a detachable crossbody strap. Adjustable side straps with metal buckles. Interior zip pocket. Flap and magnetic closure.  Height x Length x Width: 17 x 25 x 13 cm,https://static.zara.net/assets/public/1cde/e1e4/07894ff0a3c3/2727415e5d0f/16269610802-e1/16269610802-e1.jpg?ts=1758808735057&w=4800,BAGS
https://www.zara.com/es/en/leather-mini-city-bag-p16269610.html,LEATHER MINI CITY BAG,79.95 EUR,GREY,6269/610/802,Mini leather city bag. Double top handles and a detachable crossbody strap. Adjustable side straps with metal buckles. Interior zip pocket. Flap and magnetic closure.  Height x Length x Width: 17 x 25 x 13 cm,https://static.zara.net/assets/public/1cde/e1e4/07894ff0a3c3/2727415e5d0f/16269610802-e1/16269610802-e1.jpg?ts=1758808735057&w=4800,BAGS
https://www.zara.com/es/en/mini-bucket-bag-with-ball-detail-p16041710.html,MINI BUCKET BAG WITH BALL DETAIL,25.95 EUR,BLACK,6041/710/800,Bucket bag. Adjustable handle. Detachable chain crossbody strap. Double strap with ball detail on the front. Interior zip pocket. Metal zip fastening.  Height x Length x Width: 16.5 x 22 x 10 cm. / 6.4 x 8.6 x 3.9″,https://static.zara.net/assets/public/7251/cc09/a9ad473e9091/921ae3bde4cd/16041710800-e1/16041710800-e1.jpg?ts=1764060292879&w=4800,BAGS
https://www.zara.com/es/en/mini-bucket-bag-with-ball-detail-p16041710.html,MINI BUCKET BAG WITH BALL DETAIL,25.95 EUR,BLACK,6041/710/800,Bucket bag. Adjustable handle. Detachable chain crossbody strap. Double strap with ball detail on the front. Interior zip pocket. Metal zip fastening.  Height x Length x Width: 16.5 x 22 x 10 cm. / 6.4 x 8.6 x 3.9″,https://static.zara.net/assets/public/7251/cc09/a9ad473e9091/921ae3bde4cd/16041710800-e1/16041710800-e1.jpg?ts=1764060292879&w=4800,BAGS
https://www.zara.com/es/en/mini-bucket-bag-with-ball-detail-p16041710.html,MINI BUCKET BAG WITH BALL DETAIL,25.95 EUR,BLACK,6041/710/800,Bucket bag. Adjustable handle. Detachable chain crossbody strap. Double strap with ball detail on the front. Interior zip pocket. Metal zip fastening.  Height x Length x Width: 16.5 x 22 x 10 cm. / 6.4 x 8.6 x 3.9″,https://static.zara.net/assets/public/7251/cc09/a9ad473e9091/921ae3bde4cd/16041710800-e1/16041710800-e1.jpg?ts=1764060292879&w=4800,BAGS
https://www.zara.com/es/en/mini-bucket-bag-with-ball-detail-p16041710.html,MINI BUCKET BAG WITH BALL DETAIL,25.95 EUR,BLACK,6041/710/800,Bucket bag. Adjustable handle. Detachable chain crossbody strap. Double strap with ball detail on the front. Interior zip pocket. Metal zip fastening.  Height x Length x Width: 16.5 x 22 x 10 cm. / 6.4 x 8.6 x 3.9″,https://static.zara.net/assets/public/7251/cc09/a9ad473e9091/921ae3bde4cd/16041710800-e1/16041710800-e1.jpg?ts=1764060292879&w=4800,BAGS
https://www.zara.com/es/en/split-suede-leather-city-bag-p16069510.html,SPLIT SUEDE LEATHER CITY BAG,99.95 EUR,BROWN,6069/510/700,Split suede city bag. Shoulder strap. Adjustable strap with metal buckles on the sides. Interior pocket with zip. Flap and magnetic closure.  Height x Length x Width: 24 x 30 x 14.5 cm,https://static.zara.net/assets/public/3c72/8b4a/ccb94ebbbea3/3dbc56d6a9c4/16069510700-e1/16069510700-e1.jpg?ts=1763715681976&w=4800,BAGS
https://www.zara.com/es/en/split-suede-leather-city-bag-p16069510.html,SPLIT SUEDE LEATHER CITY BAG,99.95 EUR,BROWN,6069/510/700,Split suede city bag. Shoulder strap. Adjustable strap with metal buckles on the sides. Interior pocket with zip. Flap and magnetic closure.  Height x Length x Width: 24 x 30 x 14.5 cm,https://static.zara.net/assets/public/3c72/8b4a/ccb94ebbbea3/3dbc56d6a9c4/16069510700-e1/16069510700-e1.jpg?ts=1763715681976&w=4800,BAGS
https://www.zara.com/es/en/leather-bowling-bag-p16552610.html,LEATHER BOWLING BAG,69.95 EUR,CHOCOLATE,6552/610/721,Leather bowling bag. Double hand strap and a removable shoulder strap. Interior zip pocket. Double zip closure with pull tab.  Height x Width x Depth: 14 x 25.5 x 12.5 cm.,https://static.zara.net/assets/public/ca43/f22d/39d949d6abec/2881b503ae23/16552610721-e1/16552610721-e1.jpg?ts=1758554408342&w=4800,BAGS
https://www.zara.com/es/en/leather-bowling-bag-p16552610.html,LEATHER BOWLING BAG,69.95 EUR,CHOCOLATE,6552/610/721,Leather bowling bag. Double hand strap and a removable shoulder strap. Interior zip pocket. Double zip closure with pull tab.  Height x Width x Depth: 14 x 25.5 x 12.5 cm.,https://static.zara.net/assets/public/ca43/f22d/39d949d6abec/2881b503ae23/16552610721-e1/16552610721-e1.jpg?ts=1758554408342&w=4800,BAGS
https://www.zara.com/es/en/crossbody-bag-strap-p16761710.html,CROSSBODY BAG STRAP,9.95 EUR,BURGUNDY RED,6761/710/624,Wide fabric crossbody strap. Adjustable with a metal slider. Clip fastening. Ends in a combination of materials.  Length x Width: 33 x 6 cm,https://static.zara.net/assets/public/0453/d08c/578b4940b925/23309e622572/16762710624-e4/16762710624-e4.jpg?ts=1764765264478&w=4800,BAGS
https://www.zara.com/es/en/crossbody-bag-strap-p16761710.html,CROSSBODY BAG STRAP,9.95 EUR,BURGUNDY RED,6761/710/624,Wide fabric crossbody strap. Adjustable with a metal slider. Clip fastening. Ends in a combination of materials.  Length x Width: 33 x 6 cm,https://static.zara.net/assets/public/0453/d08c/578b4940b925/23309e622572/16762710624-e4/16762710624-e4.jpg?ts=1764765264478&w=4800,BAGS
https://www.zara.com/es/en/crossbody-strap-for-bag-p16763710.html,CROSSBODY STRAP FOR BAG,9.95 EUR,CHOCOLATE,6763/710/721,Thin fabric crossbody strap. Adjustable with a metal slider. Clip fastening. Ends in a combination of materials.  Length x Width: 20 x 4 cm. / 7.8 x 1.5″,https://static.zara.net/assets/public/19fc/97d4/56434f6fa2b4/f26986e4d7ad/16763710721-e4/16763710721-e4.jpg?ts=1764765995520&w=4800,BAGS
https://www.zara.com/es/en/crossbody-strap-for-bag-p16763710.html,CROSSBODY STRAP FOR BAG,9.95 EUR,CHOCOLATE,6763/710/721,Thin fabric crossbody strap. Adjustable with a metal slider. Clip fastening. Ends in a combination of materials.  Length x Width: 20 x 4 cm. / 7.8 x 1.5″,https://static.zara.net/assets/public/19fc/97d4/56434f6fa2b4/f26986e4d7ad/16763710721-e4/16763710721-e4.jpg?ts=1764765995520&w=4800,BAGS
https://www.zara.com/es/en/leather-city-bag-p16727610.html,LEATHER CITY BAG,169.00 EUR,RED,6727/610/600,Leather city bag. Double top handle. Removable crossbody strap. Inside zip compartment. Magnetic outer pocket. Metal clip fastening.  Height x Length x Width: 20.5 x 28 x 16 cm.,https://static.zara.net/assets/public/c2f1/df02/ed5a40bf97b2/d9b7927fd157/16727610600-e1/16727610600-e1.jpg?ts=1765888543841&w=4800,BAGS
https://www.zara.com/es/en/leather-city-bag-p16727610.html,LEATHER CITY BAG,169.00 EUR,RED,6727/610/600,Leather city bag. Double top handle. Removable crossbody strap. Inside zip compartment. Magnetic outer pocket. Metal clip fastening.  Height x Length x Width: 20.5 x 28 x 16 cm.,https://static.zara.net/assets/public/c2f1/df02/ed5a40bf97b2/d9b7927fd157/16727610600-e1/16727610600-e1.jpg?ts=1765888543841&w=4800,BAGS
https://www.zara.com/es/en/shoulder-bag-with-metal-details-p16722610.html,SHOULDER BAG WITH METAL DETAILS,39.95 EUR,BLACK,6722/610/800,Shoulder bag with metal rings and details on the top. Double top handle and detachable crossbody strap. Inside zip pocket. Double zip closure.  Height x Width x Depth: 15 x 18.5 x 13.5 cm / 5.9 x 7.2 x 5.3″,https://static.zara.net/assets/public/796d/f0f9/3ce649638357/d735e07cc390/16722610800-e3/16722610800-e3.jpg?ts=1762186799962&w=4800,BAGS
https://www.zara.com/es/en/shoulder-bag-with-metal-details-p16722610.html,SHOULDER BAG WITH METAL DETAILS,39.95 EUR,BLACK,6722/610/800,Shoulder bag with metal rings and details on the top. Double top handle and detachable crossbody strap. Inside zip pocket. Double zip closure.  Height x Width x Depth: 15 x 18.5 x 13.5 cm / 5.9 x 7.2 x 5.3″,https://static.zara.net/assets/public/796d/f0f9/3ce649638357/d735e07cc390/16722610800-e3/16722610800-e3.jpg?ts=1762186799962&w=4800,BAGS
https://www.zara.com/es/en/flap-shoulder-bag-p16565610.html,FLAP SHOULDER BAG,22.95 EUR,BURGUNDY RED,6565/610/624,Shoulder bag with flap. Patent effect. Adjustable shoulder strap. Magnetic closure.  Height x Length x Width: 10 x 24 x 3 cm. / 3.9 x 9.4 x 1.1″,https://static.zara.net/assets/public/578b/3e59/c7354ee68fb6/8183245a2ca6/16565510624-000-e3/16565510624-000-e3.jpg?ts=1763393204396&w=4800,BAGS
https://www.zara.com/es/en/flap-shoulder-bag-p16565610.html,FLAP SHOULDER BAG,22.95 EUR,BURGUNDY RED,6565/610/624,Shoulder bag with flap. Patent effect. Adjustable shoulder strap. Magnetic closure.  Height x Length x Width: 10 x 24 x 3 cm. / 3.9 x 9.4 x 1.1″,https://static.zara.net/assets/public/578b/3e59/c7354ee68fb6/8183245a2ca6/16565510624-000-e3/16565510624-000-e3.jpg?ts=1763393204396&w=4800,BAGS
https://www.zara.com/es/en/flap-shoulder-bag-p16565610.html,FLAP SHOULDER BAG,22.95 EUR,BURGUNDY RED,6565/610/624,Shoulder bag with flap. Patent effect. Adjustable shoulder strap. Magnetic closure.  Height x Length x Width: 10 x 24 x 3 cm. / 3.9 x 9.4 x 1.1″,https://static.zara.net/assets/public/578b/3e59/c7354ee68fb6/8183245a2ca6/16565510624-000-e3/16565510624-000-e3.jpg?ts=1763393204396&w=4800,BAGS
https://www.zara.com/es/en/mini-handbag-with-metallic-handle-p16714610.html,MINI HANDBAG WITH METALLIC HANDLE,29.95 EUR,BURGUNDY RED,6714/610/624,Mini soft-effect handbag. Clutch style. Metallic gold top handle and double adjustable and removable crossbody strap. Lined interior with pocket. Zip closure.  Height x Length x Width: 12 x 19.5 x 8 cm. / 4.7 x 7.6 x 3.1″,https://static.zara.net/assets/public/1cd9/b1b1/2f444dd39559/4f9400f836ad/16714610624-e1/16714610624-e1.jpg?ts=1758698570459&w=4800,BAGS
https://www.zara.com/es/en/mini-handbag-with-metallic-handle-p16714610.html,MINI HANDBAG WITH METALLIC HANDLE,29.95 EUR,BURGUNDY RED,6714/610/624,Mini soft-effect handbag. Clutch style. Metallic gold top handle and double adjustable and removable crossbody strap. Lined interior with pocket. Zip closure.  Height x Length x Width: 12 x 19.5 x 8 cm. / 4.7 x 7.6 x 3.1″,https://static.zara.net/assets/public/1cd9/b1b1/2f444dd39559/4f9400f836ad/16714610624-e1/16714610624-e1.jpg?ts=1758698570459&w=4800,BAGS
https://www.zara.com/es/en/elongated-shoulder-bag-p16616610.html,ELONGATED SHOULDER BAG,25.95 EUR,CHOCOLATE,6616/610/721,Elongated shoulder bag. Interior with three compartments and an inside zip pocket. Shoulder strap with metal detail. Zip closure.  Height x Length x Width: 10 x 24 x 7 cm. / 3.9 x 9.4 x 2.7″,https://static.zara.net/assets/public/41b1/6773/78024692aaf4/44d28dcc5962/16616610721-e1/16616610721-e1.jpg?ts=1758097284866&w=4800,BAGS
https://www.zara.com/es/en/elongated-shoulder-bag-p16616610.html,ELONGATED SHOULDER BAG,25.95 EUR,CHOCOLATE,6616/610/721,Elongated shoulder bag. Interior with three compartments and an inside zip pocket. Shoulder strap with metal detail. Zip closure.  Height x Length x Width: 10 x 24 x 7 cm. / 3.9 x 9.4 x 2.7″,https://static.zara.net/assets/public/41b1/6773/78024692aaf4/44d28dcc5962/16616610721-e1/16616610721-e1.jpg?ts=1758097284866&w=4800,BAGS
https://www.zara.com/es/en/split-suede-maxi-tote-bag-p16029610.html,SPLIT SUEDE MAXI TOTE BAG,119.00 EUR,KHAKI GREEN,6029/610/032,Maxi tote bag in split suede. Double shoulder strap. Interior zip pocket.  Height x Length x Width: 38.5 x 45 x 15.5 cm,https://static.zara.net/assets/public/861d/88ac/9119413ebcd2/1330e15b389d/16027610032-e1/16027610032-e1.jpg?ts=1763714790606&w=4800,BAGS
https://www.zara.com/es/en/split-suede-maxi-tote-bag-p16029610.html,SPLIT SUEDE MAXI TOTE BAG,119.00 EUR,KHAKI GREEN,6029/610/032,Maxi tote bag in split suede. Double shoulder strap. Interior zip pocket.  Height x Length x Width: 38.5 x 45 x 15.5 cm,https://static.zara.net/assets/public/861d/88ac/9119413ebcd2/1330e15b389d/16027610032-e1/16027610032-e1.jpg?ts=1763714790606&w=4800,BAGS
https://www.zara.com/es/en/leather-shoulder-bag-p16453710.html,LEATHER SHOULDER BAG,119.00 EUR,BRONZE,6453/710/249,"Box-style leather shoulder bag. Laminated effect. Body with topstitching. Triple compartment, interior with clip closure, main with magnetic closure. Double shoulder strap in metallic chain.  Height x Width x Depth: 16.5 x 23 x 8 cm / 6.4 x 9 x 3.1″",https://static.zara.net/assets/public/300c/5ca5/a3d0442ea6f8/cfa9fd5880e4/16453710249-e1/16453710249-e1.jpg?ts=1765874394754&w=4800,BAGS
https://www.zara.com/es/en/leather-shoulder-bag-p16453710.html,LEATHER SHOULDER BAG,119.00 EUR,BRONZE,6453/710/249,"Box-style leather shoulder bag. Laminated effect. Body with topstitching. Triple compartment, interior with clip closure, main with magnetic closure. Double shoulder strap in metallic chain.  Height x Width x Depth: 16.5 x 23 x 8 cm / 6.4 x 9 x 3.1″",https://static.zara.net/assets/public/300c/5ca5/a3d0442ea6f8/cfa9fd5880e4/16453710249-e1/16453710249-e1.jpg?ts=1765874394754&w=4800,BAGS
https://www.zara.com/es/en/leather-mini-tote-bag-p16094710.html,LEATHER MINI TOTE BAG,35.95 EUR,DARK BROWN,6094/710/707,Mini tote bag in leather. Double top handles and a detachable crossbody strap. Inside zip pocket. Magnetic button fastening.  Height x Length x Width: 20 x 21 x 9.5 cm,https://static.zara.net/assets/public/5901/11e6/368e4b45ab87/116efd1d4fa7/16094710707-e3/16094710707-e3.jpg?ts=1765298731637&w=4800,BAGS
https://www.zara.com/es/en/leather-mini-tote-bag-p16094710.html,LEATHER MINI TOTE BAG,35.95 EUR,DARK BROWN,6094/710/707,Mini tote bag in leather. Double top handles and a detachable crossbody strap. Inside zip pocket. Magnetic button fastening.  Height x Length x Width: 20 x 21 x 9.5 cm,https://static.zara.net/assets/public/5901/11e6/368e4b45ab87/116efd1d4fa7/16094710707-e3/16094710707-e3.jpg?ts=1765298731637&w=4800,BAGS
https://www.zara.com/es/en/maxi-tote-bag-p16042612.html,MAXI TOTE BAG,29.95 EUR,BLACK,6042/612/800,Maxi tote bag. Topstitch detail on the top. Inside wallet with metal zip closure. Double handle. Magnetic clasp closure.  Height x Length x Width: 28.5 x 22 x 10 cm / 11.2 x 8.6 x 3.9″,https://static.zara.net/assets/public/bc77/c36a/76cb43da8356/c7ee2a3d848b/16042610800-e5/16042610800-e5.jpg?ts=1759824999732&w=4800,BAGS
https://www.zara.com/es/en/maxi-tote-bag-p16042612.html,MAXI TOTE BAG,29.95 EUR,BLACK,6042/612/800,Maxi tote bag. Topstitch detail on the top. Inside wallet with metal zip closure. Double handle. Magnetic clasp closure.  Height x Length x Width: 28.5 x 22 x 10 cm / 11.2 x 8.6 x 3.9″,https://static.zara.net/assets/public/bc77/c36a/76cb43da8356/c7ee2a3d848b/16042610800-e5/16042610800-e5.jpg?ts=1759824999732&w=4800,BAGS
https://www.zara.com/es/en/limited-edition-leather-city-bag-p16131610.html,LIMITED EDITION LEATHER CITY BAG,249.00 EUR,CHOCOLATE,6131/610/721,Leather city bag with double top handles. Metal details on the sides. Outer pockets on the front and back with magnetic clasp closure. Inner zip-up pocket. Fastens with a strap and pin.  Height x Length x Width: 19.5 x 29.5 x 16 cm / 7.6 x 11.6 x 6.2″,https://static.zara.net/assets/public/3879/69da/ec7f48589204/de3372846d3a/16131610721-e4/16131610721-e4.jpg?ts=1761119288616&w=4800,BAGS
