occasion,prompt_index,rank,score,row_id,product_url,product_name,image_url,product_category,color
party_night_out,0,1,0.25813138484954834,204,https://www.zara.com/es/en/short-dress-with-contrast-lace-p07200305.html,SHORT DRESS WITH CONTRAST LACE,https://static.zara.net/assets/public/0a9b/e106/fa10476cac7b/bb560bee1a7b/07200305758-e1/07200305758-e1.jpg?ts=1768900419735&w=4800,DRESSES,758
party_night_out,0,2,0.2547614574432373,203,https://www.zara.com/es/en/short-check-dress-with-lace-p02180314.html,SHORT CHECK DRESS WITH LACE,https://static.zara.net/assets/public/0983/8da5/6f554ff6aaa6/e2d5e98b8c0c/02180314089-e1/02180314089-e1.jpg?ts=1768900593984&w=4800,DRESSES,089
party_night_out,0,3,0.25273072719573975,281,https://www.zara.com/es/en/polyamide-blend-ladder-lace-top-p01355010.html,POLYAMIDE BLEND LADDER LACE TOP,https://static.zara.net/assets/public/87ff/964c/02954da38414/4e4b5c3f765d/01355010800-e1/01355010800-e1.jpg?ts=1768466253591&w=4800,TOPS,BLACK
party_night_out,0,4,0.2517379820346832,211,https://www.zara.com/es/en/short-polyamide-blend-dress-p01355015.html,SHORT POLYAMIDE BLEND DRESS,https://static.zara.net/assets/public/f176/06a6/49354d64b5f3/1d680f32bc18/01355015800-e1/01355015800-e1.jpg?ts=1768466232205&w=4800,DRESSES,BLACK
party_night_out,0,5,0.25152820348739624,949,https://www.zara.com/es/en/ruffle-skort-p05427514.html,RUFFLE SKORT,https://static.zara.net/assets/public/7cd8/7b91/3cca437ebffc/0d59547b85de/05427514700-e1/05427514700-e1.jpg?ts=1757599857702&w=4800,SKIRTS,BROWN
party_night_out,0,6,0.2513468563556671,205,https://www.zara.com/es/en/leather-effect-jumpsuit-dress-with-puffball-skirt-p04772309.html,LEATHER-EFFECT JUMPSUIT DRESS WITH PUFF SLEEVES,https://static.zara.net/assets/public/c266/d1d4/ce5544b8b864/bd6782df2df3/04772309716-e1/04772309716-e1.jpg?ts=1767863825948&w=4800,DRESSES,DARK BROWN
party_night_out,0,7,0.25067782402038574,292,https://www.zara.com/es/en/knit-halter-top-with-contrasting-fabric-p01579101.html,COMBINED HALTER KNIT TOP,https://static.zara.net/assets/public/fb87/7a2f/b78b4a1291e5/12c58613d281/01579101800-e1/01579101800-e1.jpg?ts=1769087087892&w=4800,TOPS,BLACK
party_night_out,0,8,0.24980714917182922,242,https://www.zara.com/es/en/polyamide-blend-top-p01355457.html,POLYAMIDE BLEND TOP,https://static.zara.net/assets/public/48b1/1e18/80c744fe866e/5aa2ecfc7577/01355457660-e1/01355457660-e1.jpg?ts=1765793615462&w=4800,TOPS,WINE
party_night_out,0,9,0.24916154146194458,244,https://www.zara.com/es/en/leather-effect-belted-top-p02148683.html,FAUX LEATHER BELTED TOP,https://static.zara.net/assets/public/c780/279b/1457401c8a51/622e174c1391/02148683700-e1/02148683700-e1.jpg?ts=1767963650919&w=4800,TOPS,BROWN
party_night_out,0,10,0.24816778302192688,229,https://www.zara.com/es/en/short-balloon-dress-p02268541.html,SHORT BALLOON DRESS,https://static.zara.net/assets/public/3df6/23e2/25044fd580a9/6798f91eebd4/02268541610-e1/02268541610-e1.jpg?ts=1768305387155&w=4800,DRESSES,AUBERGINE
party_night_out,0,11,0.24773427844047546,190,https://www.zara.com/es/en/body-shape-polyamide-mini-dress-p01355113.html,BODY SHAPE POLYAMIDE MINI DRESS,https://static.zara.net/assets/public/7692/5604/778c492ba84f/2ed707cf259e/01355113800-e1/01355113800-e1.jpg?ts=1767863293135&w=4800,DRESSES,BLACK
party_night_out,0,12,0.24732255935668945,942,https://www.zara.com/es/en/satin-shorts-with-lace-trim-p01067656.html,SATIN SHORTS WITH LACE TRIM,https://static.zara.net/assets/public/9617/759d/bfdc49edab91/b465c7497916/01067656800-e1/01067656800-e1.jpg?ts=1764666923648&w=4800,SKIRTS,BLACK
party_night_out,0,13,0.24730104207992554,962,https://www.zara.com/es/en/balloon-mini-skirt-p02083911.html,BALLOON MINI SKIRT,https://static.zara.net/assets/public/c0af/83cf/2d4a4c0e83a4/2999ff00c62a/02083911700-e1/02083911700-e1.jpg?ts=1768928504092&w=4800,SKIRTS,BROWN
party_night_out,0,14,0.2470279186964035,584,https://www.zara.com/es/en/water-resistant-windproof-recco--technology-ski-collection-dungarees-p08073033.html,WATER-RESISTANT WINDPROOF RECCO® TECHNOLOGY SKI COLLECTION DUNGAREES,https://static.zara.net/assets/public/712b/ccbd/0ad442c3a07e/04457e388c8c/08073033800-e1/08073033800-e1.jpg?ts=1764675580920&w=4800,TROUSERS,BLACK
party_night_out,0,15,0.2469368577003479,175,https://www.zara.com/es/en/cut-out-lace-dress-p01067002.html,CUT-OUT LACE DRESS,https://static.zara.net/assets/public/f242/f935/18564f799826/4d76eff40d48/01067002800-e1/01067002800-e1.jpg?ts=1768560261568&w=4800,DRESSES,BLACK
party_night_out,0,16,0.2462446093559265,251,https://www.zara.com/es/en/structured-waistcoat-with-buttons-p05039215.html,STRUCTURED WAISTCOAT WITH BUTTONS,https://static.zara.net/assets/public/7fa5/1c96/81f745728137/b42ba37739bb/05039215064-e1/05039215064-e1.jpg?ts=1761813031622&w=4800,TOPS,BLACK / WHITE
party_night_out,0,17,0.24620841443538666,898,https://www.zara.com/es/en/gingham-godet-midi-skirt-p04661407.html,GINGHAM GODET MIDI SKIRT,https://static.zara.net/assets/public/ee39/50f2/ffb24b74bb7e/af5531cdb902/04661407049-e1/04661407049-e1.jpg?ts=1768220464779&w=4800,SKIRTS,BROWN-BLUE
party_night_out,0,18,0.2461623102426529,602,https://www.zara.com/es/en/darted-trousers-p01255406.html,DARTED TROUSERS,https://static.zara.net/assets/public/e2c0/df80/2ffd4b6096d0/9417634e5d3f/02180410645-e1/02180410645-e1.jpg?ts=1769173719339&w=4800,TROUSERS,MID-PINK
