occasion,prompt_index,rank,score,row_id,product_url,product_name,image_url,product_category,color
work_office,0,1,0.25356924533843994,892,https://www.zara.com/es/en/midi-pencil-skirt-p03046082.html,PENCIL MIDI SKIRT,https://static.zara.net/assets/public/def5/1fcb/505445e7ae93/da4b0b992de6/03046082705-e1/03046082705-e1.jpg?ts=1769083278894&w=4800,SKIRTS,TOBACCO
work_office,0,2,0.25312545895576477,959,https://www.zara.com/es/en/wool-pencil-skirt-soshiotsuki-x-zara-p09753882.html,WOOL BLEND PENCIL SKIRT SOSHIOTSUKI X ZARA,https://static.zara.net/assets/public/003c/ffc8/3e4f4b298cc6/c4d56d048cbd/09753882803-e1/09753882803-e1.jpg?ts=1764152133577&w=4800,SKIRTS,GREY MARL
work_office,0,3,0.2506984770298004,898,https://www.zara.com/es/en/gingham-godet-midi-skirt-p04661407.html,GINGHAM GODET MIDI SKIRT,https://static.zara.net/assets/public/ee39/50f2/ffb24b74bb7e/af5531cdb902/04661407049-e1/04661407049-e1.jpg?ts=1768220464779&w=4800,SKIRTS,BROWN-BLUE
work_office,0,4,0.25040823221206665,362,https://www.zara.com/es/en/check-poplin-shirt-p00975005.html,CHECK POPLIN SHIRT,https://static.zara.net/assets/public/84b5/773a/b13843ea9249/dcfa1745fff8/00975005420-e1/00975005420-e1.jpg?ts=1767873088906&w=4800,SHIRTS,BLUISH
work_office,0,5,0.2500261068344116,621,https://www.zara.com/es/en/water-resistant-windproof-recco--technology-ski-collection-jumpsuit-p08073031.html,MONO WATER RESISTANT WINDPROOF RECCO® TECHNOLOGY SKI COLLECTION,https://static.zara.net/assets/public/e0ef/8839/848042908b2d/3ced68c42592/08073043800-e1/08073043800-e1.jpg?ts=1763480278151&w=4800,TROUSERS,BLACK
work_office,0,6,0.24908390641212463,904,https://www.zara.com/es/en/knit-mini-skirt-p09598169.html,KNIT MINI SKIRT,https://static.zara.net/assets/public/8d00/101c/3fcf4e33b707/64a3331dffcb/09598169801-e1/09598169801-e1.jpg?ts=1758891506783&w=4800,SKIRTS,ANTHRACITE GREY
work_office,0,7,0.2490314245223999,291,https://www.zara.com/es/en/long-sleeve-crop-top-p03644167.html,LONG SLEEVE CROP TOP,https://static.zara.net/assets/public/1afb/12a4/d15c405dbda2/4e2f73670f47/03644167450-000-e1/03644167450-000-e1.jpg?ts=1768910506273&w=4800,TOPS,BEIGE
work_office,0,8,0.24842171370983124,588,https://www.zara.com/es/en/straight-checked-trousers-with-belt-p02009678.html,STRAIGHT CHECK TROUSERS WITH BELT,https://static.zara.net/assets/public/41bb/1a05/ccdc40fb87c0/1633dc9786c6/02009678087-e1/02009678087-e1.jpg?ts=1764263261204&w=4800,TROUSERS,BROWN / ECRU
work_office,0,9,0.24755512177944183,768,https://www.zara.com/es/en/soft-button-cardigan-p05039222.html,SOFT BUTTON CARDIGAN,https://static.zara.net/assets/public/3e49/f9ae/c0784e56a40a/b58a6f101a1d/05039222809-e1/05039222809-e1.jpg?ts=1757514812309&w=4800,CARDIGANS,MID-GREY
work_office,0,10,0.24740128219127655,344,https://www.zara.com/es/en/ruffled-check-blouse-with-bow-p05029223.html,"BLOUSE WITH RUFFLES, CHECKS AND BOW",https://static.zara.net/assets/public/4f9f/dcbc/245f4b4ea842/c8deebbb958c/05029223087-e1/05029223087-e1.jpg?ts=1762866750146&w=4800,SHIRTS,BROWN / ECRU
work_office,0,11,0.2472873330116272,858,https://www.zara.com/es/en/covered-button-knit-waistcoat-p05536005.html,KNIT WAISTCOAT WITH COVERED BUTTONS,https://static.zara.net/assets/public/8f6c/7a31/e4964aa1846c/49c92d51597b/05536005802-e1/05536005802-e1.jpg?ts=1767602761028&w=4800,CARDIGANS,GREY
work_office,0,12,0.24713605642318726,410,https://www.zara.com/es/en/striped-balloon-shirt-p00387051.html,GLOBE STRIPED SHIRT,https://static.zara.net/assets/public/229a/e39e/23244dd4bec5/6a07ef6603bc/00387051044-e1/00387051044-e1.jpg?ts=1768305314281&w=4800,SHIRTS,BLUE/WHITE
work_office,0,13,0.2468181550502777,887,https://www.zara.com/es/en/asymmetric-skort-with-applique-p01971240.html,ASYMMETRIC SKORT WITH APPLIQUE,https://static.zara.net/assets/public/ae81/e29c/51d04c009951/851bcf7780d1/01971240700-e1/01971240700-e1.jpg?ts=1756390286994&w=4800,SKIRTS,BROWN
work_office,0,14,0.2458861619234085,223,https://www.zara.com/es/en/short-checked-dress-with-ruffles-p03067318.html,SHORT CHECKED RUFFLED DRESS,https://static.zara.net/assets/public/a40e/64d4/11b948fe869e/e6b4ca2557fa/03067318049-e1/03067318049-e1.jpg?ts=1768229507786&w=4800,DRESSES,BROWN-BLUE
work_office,0,15,0.24587155878543854,187,https://www.zara.com/es/en/short-checked-dress-with-ruffles-and-belt-p02200533.html,SHORT CHECKED DRESS WITH BELT AND RUFFLES,https://static.zara.net/assets/public/435a/8d49/6e4646428abd/d7e58b1f1cc1/02200533049-e1/02200533049-e1.jpg?ts=1768987630379&w=4800,DRESSES,BROWN-BLUE
work_office,0,16,0.24565790593624115,960,https://www.zara.com/es/en/100-wool-midi-skirt-soshiotsuki-x-zara-p04192166.html,100% WOOL MIDI SKIRT SOSHIOTSUKI X ZARA,https://static.zara.net/assets/public/45c4/74c2/6d3c4329af81/120885568cc7/04192166532-e1/04192166532-e1.jpg?ts=1764152129503&w=4800,SKIRTS,DARK BOTTLE GREEN
work_office,0,17,0.2452646940946579,216,https://www.zara.com/es/en/knit-dress-with-contrasting-tulle-p01579102.html,CONTRAST KNIT TULLE DRESS,https://static.zara.net/assets/public/0ba2/96ee/051f4dcb9a3f/bedd8dec06be/01579102800-e1/01579102800-e1.jpg?ts=1769087081572&w=4800,DRESSES,BLACK
work_office,0,18,0.24473953247070312,406,https://www.zara.com/es/en/striped-shirt-with-wide-cuffs-p05029060.html,STRIPED SHIRT WITH WIDE CUFFS,https://static.zara.net/assets/public/59c8/e108/92f94029b90f/4124968ae4ad/05029060068-e1/05029060068-e1.jpg?ts=1768486868923&w=4800,SHIRTS,ECRU / MAROON
