row_id,relevance_score,occasion_score,final_score,product_name,product_description,product_url,price,color,product_category,image_url,explanation
211,0.27146610617637634,0.26395857334136963,0.2692138463258743,SHORT POLYAMIDE BLEND DRESS,,https://www.zara.com/es/en/short-polyamide-blend-dress-p01355015.html,29.95 EUR,BLACK,DRESSES,https://static.zara.net/assets/public/f176/06a6/49354d64b5f3/1d680f32bc18/01355015800-e1/01355015800-e1.jpg?ts=1768466232205&w=4800,"This black short polyamide blend dress, priced at 29.95 EUR, matches the “night out dress” prompt and is ideal for a party night out."
190,0.2645570933818817,0.2597472071647644,0.2631141275167465,BODY SHAPE POLYAMIDE MINI DRESS,,https://www.zara.com/es/en/body-shape-polyamide-mini-dress-p01355113.html,35.95 EUR,BLACK,DRESSES,https://static.zara.net/assets/public/7692/5604/778c492ba84f/2ed707cf259e/01355113800-e1/01355113800-e1.jpg?ts=1767863293135&w=4800,"The BODY SHAPE POLYAMIDE MINI DRESS in black is a sleek night‑out dress, priced at 35.95 EUR, perfectly matching your search for a black party outfit."
184,0.2642724812030792,0.25087395310401917,0.2602529227733612,NYLON MIDI DRESS WITH TIES,,https://www.zara.com/es/en/nylon-midi-dress-with-ties-p04772308.html,35.95 EUR,RED,DRESSES,https://static.zara.net/assets/public/5c88/a9cf/ec8b450aaaeb/3b9572fe6a3b/04772308600-e1/04772308600-e1.jpg?ts=1768466813545&w=4800,"The red nylon midi dress with ties is perfect for a party night out, matching the night‑out dress prompt, and costs 35.95 EUR."
955,0.2647615373134613,0.24457088112831116,0.25870434045791624,ZW COLLECTION LIMITED EDITION 100% LEATHER SKIRT,,https://www.zara.com/es/en/zw-collection-limited-edition-100-leather-skirt-p01758108.html,139.00 EUR,BLACK,SKIRTS,https://static.zara.net/assets/public/12ba/6dba/a33440ccb699/f429cdcf15ed/01758108800-e1/01758108800-e1.jpg?ts=1762430723874&w=4800,The ZW COLLECTION limited edition 100% leather skirt in black is ideal for a party night out and is priced at 139.00 EUR.
174,0.26113012433052063,0.25125962495803833,0.2581689745187759,SHORT DRESS WITH BOW DETAIL,,https://www.zara.com/es/en/short-dress-with-bow-detail-p02213777.html,29.95 EUR,BLACK,DRESSES,https://static.zara.net/assets/public/923a/fa87/fd7b439a9860/c94bf06ac6db/02213777800-e1/02213777800-e1.jpg?ts=1769101962731&w=4800,"This black short dress with bow detail, priced at 29.95 EUR, is an excellent choice for a party night out."
218,0.258548378944397,0.25416797399520874,0.2572342574596405,SHORT HIGH NECK DRESS,,https://www.zara.com/es/en/short-high-neck-dress-p00858028.html,19.95 EUR,BLACK,DRESSES,https://static.zara.net/assets/public/1915/1d45/fbc341ecad70/a212beff407d/00858028800-e1/00858028800-e1.jpg?ts=1768220410013&w=4800,"A short high‑neck black dress priced at 19.95 EUR, perfect for a party night out and matching the “night out dress” prompt."
239,0.2600235342979431,0.2501044273376465,0.2570478022098541,VELVET STRAPPY DRESS,,https://www.zara.com/es/en/velvet-strappy-dress-p05344102.html,79.95 EUR,BLACK,DRESSES,https://static.zara.net/assets/public/2379/1acd/e01d4dc585f8/a0a3ddeb0546/05344102800-e1/05344102800-e1.jpg?ts=1764242277022&w=4800,"The Velvet Strappy Dress is a black dress priced at 79.95 EUR, ideal for a party night out. Its strappy silhouette makes it perfect for a night‑out occasion."
178,0.2597740590572357,0.24808472394943237,0.2562672585248947,DRESS WITH LACE DETAIL,,https://www.zara.com/es/en/combined-lace-dress-p01067004.html,29.95 EUR,BLACK,DRESSES,https://static.zara.net/assets/public/d844/58b0/b4dd4b6db6fd/b9828c4f178e/01067004800-e1/01067004800-e1.jpg?ts=1768466217970&w=4800,"The black Dress with Lace Detail is a dress ideal for a party night out, priced at 29.95 EUR."
170,0.2566031813621521,0.24974939227104187,0.25454704463481903,ASYMMETRIC MIDI DRESS,,https://www.zara.com/es/en/asymmetric-midi-dress-p02321763.html,39.95 EUR,BLACK,DRESSES,https://static.zara.net/assets/public/43c3/3121/b26e4b4b87fd/0c5e1419a233/02321763800-e1/02321763800-e1.jpg?ts=1769098600266&w=4800,"The black Asymmetric Midi Dress is a stylish choice for a party night out, aligning with the night out dress vibe. It’s priced at 39.95 EUR."
886,0.25816965103149414,0.24477770924568176,0.2541520684957504,SKORT WITH LACE HEM,,https://www.zara.com/es/en/skort-with-lace-hem-p01165140.html,25.95 EUR,BLACK,SKIRTS,https://static.zara.net/assets/public/68f1/b9cb/ca00439f8d61/ab3ffa1540ed/01165140800-e1/01165140800-e1.jpg?ts=1767959305379&w=4800,"A black skort with lace hem makes a stylish skirt choice for a club‑ready outfit or party night out, priced at 25.95 EUR."
